DATA;PLACA;CHASSI;MARCA;MODELO;VEICULO;Local Sinistro;ZONA/ESTADO DO SINISTRO;;
13/4/16 11:47;DKE7463;9BWCA05XX4T089182;VW;GOL 1.0;CARRO;Rua Arruda Ferreira,23 - Vila Guilherme, São Paulo - SP;ZONA NORTE/SP;;
14/4/16 10:56;CKY4898;9BG124ASWVC907657;GM;S10 Pick up;CARRO;R. Alfredo Martineli - Pedreira – SP - 13920-000;Interior/SP;;
14/4/16 21:59;MOJ5525;KMHJM81BP8U897037;HYUNDAI;TUCSON 2.0;CARRO;R. Michael Kalinin - Instituto de Previdencia, São Paulo - SP;ZONA OESTE/SP;;
15/4/16 8:10;EXB6734;96PERCC14BFS00054;KAWASAKI;ER-6N;MOTOCICLETA;R. Jundiaí, 130 - Jardim Paulista - Várzea Paulista - SP;;;
14/4/16 15:44;MEX0004;9BWCB41J914021080;VW;GOLF 2.0;CARRO;R. Sen. Vergueiro, 554-654 – Centro -Limeira - SP, 13480-001;;;
15/4/16 13:41;EHR1315;9C6KG017080112888;YAMAHA;YS 250 FAZER;MOTOCICLETA;Rua Baumann,700 - Vila Leopoldina, São Paulo - SP;;;
15/4/16 14:05;GBI5760;9C2KC2210GR021423;HONDA;CG 160 TITAN FLEXONE;MOTOCICLETA;Rua Manuel da Nóbrega.1564 - Paraíso, São Paulo - SP;;;
15/4/16 19:36;FBH5905;9C6KJ0060D0002579;YAMAHA;XJ6 N;MOTOCICLETA;Av. das Nações, 1641 - Parque Novo Oratório - Santo André - SP;;;
15/4/16 22:25;FGR5829;9C6KG0460D0072786;YAMAHA;FAZER YS250;MOTOCICLETA;Av. Santos Dumont, 3424 - Cidade Industrial Satélite de São Paulo Guarulhos - SP;;;
16/4/16 9:19;DVU6299;9C2KC08207R013231;HONDA;CG 150 TITAN ESD ;MOTOCICLETA; Rua João de Godói, 125 - Vila Idalina, Poá – SP;;;
16/4/16 16:05;FKG0408;9C2KC1660FR032545;HONDA;CG 150 TITAN EX ;MOTOCICLETA;Rua José Ermírio de Moraes, 121 - Santo Antônio – Osasco/SP ;;;
17/4/16 3:06;EMS0979;9BGTR48C0AB227875;GM;ASTRA HB 4P ADVANTAGE;CARRO;AV. DOM PEDRO II, 581, CENTRO, SALTO-SP;;;
18/4/16 10:59;LNU5533;VF7N1N6A41J405850;CITROEN;XSARA GLX 1.6I;CARRO;Travessa José Machado - Vaz Lobo, Rio de Janeiro – RJ  ;;;
18/4/16 11:07;DBH8381;9BWCA41J614000397;VW;GOLF ;CARRO;Av. Condé Francisco Matarazzo Júnior -  Vila Paulista - Rio Claro – SP;;;
15/4/16 19:25;FNN9240 ;9C6KG0490F0027372;YAMAHA;YS 250 FAZER BlueFlex;MOTOCICLETA;R. Maestro Marino Marini, 49 - Jardim Paraguacu - São Paulo – SP;;;
15/4/16 21:32;DYA6387;VF7RCRFJ26L502691;CITROEN ;C5 20 EXCL BVA ;CARRO;R. Benedito Bernardes, 324 - Vila Formosa - São Paulo - SP;;;
16/4/16 13:10;FII7270;9C2KD0810FR409398;HONDA;NXR BROS 160;MOTOCICLETA;AV KENNEDY - SÃO BERNARDO DO CAMPO / SP ;;;
16/4/16 13:23;PUY0084 ;9BWDB45U1FT061904;VOLKSWAGEN;Voyage Comfortline Novo;CARRO;Rua Eleonora Ragusa, 128 - Vila Celeste, SP;;;
16/4/16 15:47;FLP0690;95V0B2203DZ428720;BMW;F800 GS ADVENTURE;MOTOCICLETA;Rua Manoel da Nóbrega 220 - Santo André - São Paulo/SP  ;;;
17/4/16 9:02;CHR3996;WB1052405CZ034830;BMW ;S1000 RR ;MOTOCICLETA;Av. Cupecê, 1304 - Jardim Prudencia, São Paulo - SP;;;
17/4/16 10:00;EFN8519 ;9CDGT77AJ9M003849;SUZUKI;GSXR1000;MOTOCICLETA;Avenida Luiz Pequini, SN - Santa Terezinha, São Bernardo do Campo – SP;;;
17/4/16 19:19;CTV5718;9C2PC32001R000548;HONDA ;CB 500 ;MOTOCICLETA;Rua Caxiú, alt.Nº400, Cidade Antonio Estevão Carvalho, São Paulo-SP;;;
18/4/16 21:23;FJI3500;9C6KM0030F0024174;YAMAHA;XT 660R;MOTOCICLETA;Av. Guido Mangioca – Maracanã - Praia Grande - SP;Litoral/sp;;
18/4/16 22:36;CVW9318;9C2ND07003R100387;HONDA;NX-4 FALCON;MOTOCICLETA;Av. Rua Carubinha - Parque Esmeralda, São Paulo – SP;ZONA OESTE/SP;;
19/4/16 9:22;EXK4694;9C6KE1920E0006024;yAMAHA;YBR 125 FACTOR ED;MOTOCICLETA;Rod. Pres. Dutra, 1100 - Porto da Igreja Guarulhos – SP (Em frente ao CD Riachuelo);Guarulhos/SP;;
19/4/16 13:07;GAR6049;9C2KD0810SR488030;HONDA;NXR 160 BROS;MOTOCICLETA;Rua Mariana – Ciufuli-Zanfelice nº371 – Bairro Lapa;ZONA OESTE/SP;;
19/4/16 13:30;FWV2820;9C2KC1680FR571298;HONDA;CG 150 FAN ESDI;MOTOCICLETA;Rua Monsenhor de Paula Rodrigues,193 – Santos Vila Belmiro(Hospital Beneficência Portuguesa);Centro/SP;;
19/4/16 23:24;FVB6130;9C6DG2510F0030432;YAMAHA;XTZ 150 ED CROSSER;MOTOCICLETA;Rua Ari Barroso, Nº355, Pres. Altino, Osasco-SP (EM FRENTE AO HOSPITAL);ZONA OESTE/SP;;
20/4/16 8:32;ERZ2688;3N1AB6AD6BL600081;NISSAN;SENTRA 2.0;CARRO;Rua Curupité, 257 - Vila Mazzei,  São Paulo – SP;ZONA NORTE/SP;;
20/4/16 12:19;KMA9905;8AFER12D71J213288;FORD;Ranger XLT;CARRO;Av. Ibirapuera, 808 - Jardim Londres – Campinas/SP;Interior/SP;;
18/4/16 12:44;EJN4871;9C2NC4310AR046438;HONDA;CB 300R;MOTOCICLETA;Rua Áurea, 36 - Vila Mariana, São Paulo – SP;ZONA SUL/SP;;
18/4/16 13:53;FCD4560;9C2KD0540ER091827;HONDA;NXR150 BROS ESD ;MOTOCICLETA;Rua Rogério Armelin Guanaes,   Tiquatira – São Paulo – SP;ZONA LESTE/SP;;
18/4/16 20:05;DVR3836;8AFDR12A47J021806;FORD;RANGER XLS 2.3 ;CARRO;Av: Prefeito Hirant Sanazar – Umuarama Osasco - SP;ZONA OESTE/SP;;
19/4/16 17:52;GDA2079;9C2ND1110FR037573;ho;XRE 300;MOTOCICLETA;Jacu Pêssego  nova trabalhadores nº 12499 acesso a rodovia Airton Senna;ZONA LESTE/SP;;
19/4/16 11:56;FKN6846;935ZCWMNCD2106591;CITROEN;JUMPER 2.3 FURGÃO;CARRO;Rua Damásio Pinto, alt.N1108, Parada XV de Novembro, São Paulo-SP;ZONA LESTE/SP;;
19/4/16 20:52;BSV8406;9BG116AW0YC438443;GM;S10 BLAZER;CARRO;Rua Doutor Cesário Mota 24 - Centro, Santo André/SP;ABCD/SP;;
20/4/16 9:45;FIF9365;9C6KG0460E0096453;YAMAHA;YS 250 FAZER;MOTOCICLETA;Estr. da Ressaca - Caputera- Cotia/SP (Próximo a Cidade das abelhas);ZONA OESTE/SP;;
20/4/16 11:40;ECF9880;9CDGW72AS9M000021;SUZUKI;BANDIT N-1250;MOTOCICLETA;;;;
20/4/16 21:00;ECX5890;9CDGP74AJ9M101615;SUZUKI;BANDIT 650;MOTOCICLETA;Rua Lupe Cotrim Garaude 191 - Jardim Jamaica, Santo André - SP;;;
20/4/16 21:12;DOQ7123;9CDGR7DAJ7M002721;SUZUKI;GSX-R 750;MOTOCICLETA;Avenida Doutor Francisco de Mesquita com Avenida do Estado  – Jardim Ibitirama – S. Paulo – SP ;ZONA SUL/SP;;
21/4/16 8:00;KNX2739;96PZRAL19AFS00880;KAWASAKI;Z750;MOTOCICLETA;Complexo Viário Maria Maluf, 13 – Cursino - São Paulo - SP (Acesso a Rod. dos Imigrantes).;ZONA SUL/SP;;
21/4/16 15:52;DRY6263;9C2PC36006R000881;HONDA;CB 600F HORNET;MOTOCICLETA;Av. Cap. Mario Tolêdo de Camargo - Vila America - Santo André - SP;;;
21/4/16 21:01;EGZ6475;JH2PC40928K110373;HONDA;CBR 600RR;MOTOCICLETA;R. Tiradentes, 1224, Ferrazópolis, São Bernardo do Campo-SP (CRUZAMENTO COM AV. ROTARY);ABCD/SP;;
21/4/16 21:05;DRU4054;93HGD17406Z101868;HONDA;FIT LX;CARRO;Rua Águas Formosas alt.167 – Jardim Brasil/São Paulo - SP;;;
20/4/16 22:34;KRH2980;9C2RC7320FR000840;HONDA;NC 750X;MOTOCICLETA;Av. das Américas, 3000 - Barra da Tijuca, Rio de Janeiro - RJ;;;
15/4/16 19:36;FBH5905;9C6KJ0060D0002579;YAMAHA;XJ6 N;MOTOCICLETA;Av. das Nações, 1641 - Parque Novo Oratório - Santo André - SP;ABCD/SP;;
22/4/16 16:32;DTT3041;SALLAAA446A402068;LAND ROVER;DISCOVERY 3 ;CARRO;Rua Nereu Ramos - Claudete, Cascavel /PR ;Cascavel /PR ;;
22/4/16 19:44;KRY3760;9C2RC7700FR001046;HONDA;CB 650F;MOTOCICLETA;Elevado Eng. Freyssinet, 756 - Praça da Bandeira - Rio de Janeiro - RJ; Rio de Janeiro - RJ;;
22/4/16 19:00;GAL0321;KMHJN81DP8U899465;HYUNDAI;TUCSON 2.7;CARRO;RUA IPORANGA, 104, PQ. JOÃO RAMALHO, SANTO ANDRÉ-SP (RESIDENCIA);SANTO ANDRÉ-SP;;
24/4/16 19:05;DNX7006;JH2PC40988M101228;HONDA;CBR 600RR;MOTOCICLETA;Avenida Água Funda, 1697 - Taboão, Diadema - SP;Diadema - SP;;
24/4/16 21:15;FSQ2620;9C6KJ0060F0005331;YAMAHA;XJ6 N;MOTOCICLETA;Av. do Estado, 601- Bom Retiro, São Paulo - SP;São Paulo - SP;;
22/4/16 13:13;IRZ0502;93YBB06053J416891;RENAULT;CLIO RL;CARRO;Rua Arminda de Lima, 571 - Centro, Guarulhos – SP ; Guarulhos – SP ;;
22/4/16 16:26;LBG2083;8AWZZZ30ZSJ070386;VW;VOYAGE GL;CARRO;Travessa Carlos Cardoso Távora, 144 – Centro – Nova Iguaçu/SP;Nova Iguaçu/SP;;
22/4/16 16:35;GCH8100;9C6RH0920G0000396;YAMAHA;YZF R-3;MOTOCICLETA;R. Cândido Fontoura, 836 - Jardim Boa Vista (Zona Oeste) - São Paulo – SP - 05583-070;São Paulo – SP ;;
24/4/16 13:38;ESG2839;9C6KM0030C0014522;YAMAHA;XT 660R;MOTOCICLETA;Rod. Luis de Queiroz – Potiguar – Piracicaba/SP na altura de acesso à Rod.do Açúcar  sentido Água Santa;Piracicaba/SP;;
24/4/16 16:46;KNT0145;93YLB06254J520011;RENAULT;CLIO RT;CARRO;Av. Automóvel Clube - São José - Belford Roxo ;Belford Roxo - RJ;;
25/4/16 21:54;EOY7740;9C6KM0030D0017734;YAMAHA;XT 660R;MOTOCICLETA;Av. Comendador Virgolino de Oliveira alt.12794 – Jardim Ivete/ Itapira – São Paulo/SP;Interior/SP;;
26/4/16 20:45;EHW8424 ;9C2NC4310AR027388;HONDA;cb 300R;MOTOCICLETA;Rua três de dezembro, altura do 303  – Rudge Ramos – São  Bernardo do Campo - SP;ABCD/SP;;
26/4/16 21:56;S/1º EMPL;9C2ND1110GR001705;HONDA;XRE 300;MOTOCICLETA;Rua Francisco Bicalho, próximo a estação do metrô Cidade Nova –  Centro – Rio de Janeiro - RJ ;Rio de Janeiro/RJ;;
27/4/16 4:30;EJO1878;9C2NC4310AR044828;HONDA;cb 300R;MOTOCICLETA;Av. Montemagno - Vila Formosa, São Paulo - SP;ZONA LESTE/SP;;
25/4/16 19:56;FYJ9030;96PZRJA19EFS00466;KAWASAKI;z800;MOTOCICLETA;Av. Professor Luiz Ignácio Anhaia Mello alt.6844 – Vila Divina Pastora/São Paulo - SP;ZONA LESTE/SP;;
25/4/16 20:28;EKC7969;9CDGP74AFDM103051;SUZUKI;GSX 650F;MOTOCICLETA;Rua Dona Silla Nalon Gonzaga, 371 - Parque Marajoara, Santo André – SP (residência);ABCD/SP;;
25/4/16 21:42;EJM0433;JH2SC59918K020036;HONDA;CBR 1000RR;MOTOCICLETA;Rua Sepins, 42 - Americanópolis, São Paulo – SP  (RESIDÊNCIA);ZONA SUL/SP;;
26/4/16 20:12;FWX7918;9C2KC1680FR219981;HONDA;CG 150 FAN ESDI FLEX;MOTOCICLETA;Avenida Candido Portinari, Vila Jaraguá – São Paulo - SP;ZONA OESTE/SP;;
26/4/16 20:52;FVI2952;96PEXBK17CFS02982;KAWASAKI;NINJA 250R;MOTOCICLETA;AV REG. FEIJÓ, 1621 - VILA REGENTE FEIJÓ - SÃO PAULO / SP -23.560696 -46.565064;ZONA LESTE/SP;;
27/4/16 12:43;ATF4257;9C2ND0920AR004209;HONDA;XRE 300;MOTOCICLETA;Rua Doutor Diogo de Faria,40 - Vila Clementino, São Paulo - SP;CENTRO/SP;;
27/4/16 15:24;FWL4250;9C2KD0540ER068134;HONDA;NXR 150 BROS;MOTOCICLETA;RUA DR.RIBEIRO DE ANDRADE JARDIM SANTA HELENA - SP ;ZONA LESTE/SP;;
27/4/16 18:46;KKU4839;KMHJM81BBAU144794;HYUNDAI;TUCSON GL;CARRO;PREFEITO DR.DORIVAL RESENDE DA SILVA Nº1 - ALTO DA BOA VISTA - MAUA-SP;MAUA/SP;;
28/4/16 12:05;GRY8000;8AG244NZVVA139333;GM;SILVERADO 4.2 TURBO DIESEL;CARRO;Av. São Bernardo, 1251 - Popular de Rafard - Rafard - SP;Interior/SP;;
27/4/16 20:40;CEP3788;3VW1931HLSM310840;VW;GOLF GLX 2.0;CARRO;Rua João Velho do Rego alt.69 – Parque Colonial/São Paulo - SP;ZONA LESTE/SP;;
28/4/16 10:15;ESE5343;93FGN650CCM000212;KASINSKI;COMET GT 650;MOTOCICLETA;R. Roma, 374 – Lapa  - São Paulo - SP;ZONA OESTE/SP;;
28/4/16 19:41;FNV2987;9C2KC1680FR606002;honda;CG 150 FAN ESDI;MOTOCICLETA;Viela Ernesto Carlos da Costa, altura do 20 B –  Pestana – Osasco - SP. (residência do cliente);ZONA OESTE/SP;;
28/4/16 17:41;NZL4265;8AFER12P0CJ473111;FORD;RANGER XLS 3.0;CARRO;Estr. Mauá e Adutora Rio Claro, 450 - Jardim Paranavai - Mauá - SP;MAUA/SP;;
28/4/16 20:43;FQN3070;9C2KD0810FR484761;HONDA;NXR 160 Bros ESDD FLEXone;MOTOCICLETA;R JOAQUIM PINHEIRO, 26 - VILA EMA - SÃO PAULO / SP -23.582518 -46.55155 ;ZONA LESTE/SP;;
29/4/16 20:54;ETV8787;WMWMF73578TV34698;MINI;COOPER S 1.6;CARRO;Avenida Engenheiro Armando de Arruda Pereira, altura do 5500 – Vila do Encontro – São Paulo – SP ;ZONA SUL/SP;;
29/4/16 23:27;DSZ7633;9BGTR48D07B236647;GM;ASTRA ADVANTAGE 2.0;CARRO;Praça José Réis Frias Filho - Cachoeirinha – São Paulo – SP ;ZONA NORTE/SP;;
30/4/16 11:19;DXL7380;9C2PC36007R003079;HONDA;CB 600F HORNET;MOTOCICLETA;Avenida Itaquera, 470 - Parque Maria Luiza, São Paulo – SP;ZONA LESTE/SP;;
1/5/16 12:14;DNR7610;9CDGT76AJ6M001438;SUZUKI;GSX-R1000;MOTOCICLETA;rua  John Speers, 600 - Jardim Helian, SP   LESTE ITAQUERA;ZONA LESTE/SP;;
1/5/16 17:17;GJW5570;96PZRDF12FFS00238;KAWASAKI;Z1000;MOTOCICLETA;AV. PROFESSOR LUIZ IGANICIO ANHAIA MELLO Nº  1.000 - JD IBITIRAMA, PROXIMO AO METRO VILA PRUDENTE -SP  ;ZONA LESTE/SP;;
2/5/16 0:19;FRZ1128;9C6KJ0060F0005136;YAMAHA;XJ6 N;MOTOCICLETA;AV. VISCONDE DE NOVA GRANADA - OSASCO/ SÃO PAULO - SP;ZONA OESTE/SP;;
29/4/16 21:39;FJS0860;8AGCN48X0DR223471;AGILE LTZ 1.4;GM;CARRO;RUA BOAVENTURA VALÉRIO DE MIRANDA, 571 - BUSSOCABA - OSASCO - SP;ZONA OESTE/SP;;
30/4/16 5:13;CDI8768;9C2MC35008R069671;CBX 250 TWISTER;HONDA;MOTOCICLETA;Estr. de Poá, 1810 - Jardim Soares São Paulo - SP;ZONA LESTE/SP;;
30/4/16 12:04;EKI9727;9C2ND0910BR003533;XRE 300;HONDA;MOTOCICLETA;Avenida Recife - Pimentas, Guarulhos - SP;Guarulhos/SP;;
30/4/16 15:51;EDH6346;93HFA65408Z227464;CIVIC SEDAN LXS 1.8/1.8 FLEX;HONDA;CARRO;R. Benedito Antonio Felisbino, 111 - Cosmópolis – SP - 13150-000;Interior/SP;;
30/4/16 21:20;GBA7489 ;9C2KC1670FR556047;cg 150 StART;HONDA;MOTOCICLETA;Av. Raimundo Pereira de Magalhães alt.13489 – Vila Pirituba/São Paulo - SP;ZONA NORTE/SP;;
30/4/16 21:49;FSP0880;9CDAU111J8M001326;BURGMAN 400;SUZUKI;MOTOCICLETA;R. Maj. Natanael, alt.Nº 211 - Pacaembu, São Paulo - SP;ZONA SUL/SP;;
2/5/16 13:45;GFB2590;9C6KG0570G0006341;YAMAHA;XTZ 250 TENERE;MOTOCICLETA;AV GOIÁS, 1053 - BARCELONA - SÃO CAETANO DO SUL / SP -23.616537 -46.566282 ;ABCD/SP;;
2/5/16 19:06;DPV0401;JH2SC57915M100505;HONDA;CBR 1000RR;MOTOCICLETA;Praça Jutaí - Cidade Vargas - São Paulo - SP;ABCD/SP;;
2/5/16 20:33;FFX2600;9C6KJ0070F0001124;YAMAHA;XJ6 F;MOTOCICLETA;R. Lourdes, altura do 525  - Nova Gerti São Caetano do Sul – SP (próximo ao Centro Odontológico);ABCD/SP;;
2/5/16 20:38;KRO7431;97NF02XK0GM714388;TRIUMPH;TIGER 1200XC EXPLORER;MOTOCICLETA;Linha Vermelha (Via Expressa João Goulart) , Duque de Caxias – Rio de Janeiro – RJ (sentido baixada);RIO DE JANEIRO/RJ ;;
3/5/16 18:35;EOZ5590;9C6KJ0040A0001741;YAMAHA;XJ6 N;MOTOCICLETA;Rua Professor Angelo  Mazza, 600 - Jardim Mutinga, São Paulo ;ZONA NORTE/SP;;
3/5/16 20:39;EQM2043;3FAHP0JA0AR419026;FORD;FUSION;CARRO;Av. São Miguel alt.1006 – Vila Marieta/ São Paulo, próximo ao hipermercado Extra;ZONA LESTE/SP;;
4/5/16 10:18;FKL5329;9C2ND1110DR006317;HONDA;XRE 300;MOTOCICLETA;R. do Grito, 344 – Ipiranga - São Paulo - SP;ZONA SUL/SP;;
4/5/16 1:32;FUT2882;9BWLB45UXDP074507;VW;SAVEIRO 1.6;CARRO;Rua Demétrio Ribeiro, esquina com Rua Torrinha – Cidade Mãe do Céu – São Paulo – SP ;São Paulo – SP ;;
5/5/16 15:15;DGT3778;9C2JC30302R008940;HONDA;CG 125 CARGO;MOTOCICLETA;R. Líbero Ancona Lopes, 473 - Parque Cruzeiro do Sul - São Paulo - SP;ZONA LESTE/SP;;
5/5/16 18:50;EXB1402;95V013501CZ083562;BMW;G 650 GS;MOTOCICLETA;Avenida Oliveira Freire - Parque Paulistano, São Paulo - SP;;;
4/5/16 18:52;LRW5599;96PZXLF11FFS00005;KAWASAKI;NINJA ZX-6R 636cc;MOTOCICLETA;Rua Desembargador Izidro - Tijuca, Rio de Janeiro - RJ;RIO DE JANEIRO/RJ ;;
4/5/16 1:32;FUT2882;9BWLB45UXDP074507;VW;SAVEIRO 1.6;CARRO;Rua Demétrio Ribeiro, esquina com Rua Torrinha – Cidade Mãe do Céu – São Paulo – SP ;ZONA LESTE/SP;;
6/5/16 12:43;EKI8980;9C6KJ0040A0000249;YAMAHA;XJ6 N;MOTOCICLETA;Rua Antônio de Oliveira, 1000 - Chácara Santo Antônio (Zona Sul) - São Paulo/SP;ZONA SUL/SP;;
7/5/16 12:54;BMW2550;WB1050800AZV70242;BMW;K 1300 S;MOTOCICLETA;Av. Marginal Tietê - Casa Verde Baixa - São Paulo – SP (Altura do Sambódromo);ZONA NORTE/SP;;
7/5/16 20:27;EJO8437;9C2PC4200AR000529;HONDA;CB 600F HORNET;MOTOCICLETA;Estrada da Colônia – Parelheiros – S. Paulo – SP ;ZONA SUL/SP;;
8/5/16 17:55;DOB7699;9C2PC36005R002219;HONDA;CB 600F HORNET;MOTOCICLETA;Av. Jacu-Pêssego Nova Trabalhadores, 15 - Vila Jacui - São Paulo - SP, 08060-005 ;ZONA LESTE/SP;;
8/5/16 20:26;FUD5285;9C2KC1670FR215399;HONDA;CG 150 START FLEXONE;MOTOCICLETA;Avenida Victor Civita,  – Bairro Conceição – Osasco – SP (próximo a Rod. Raposo Tavares);ZONA OESTE/SP;;
9/5/16 11:48;LMA4936;9C2P34220ER000307;HONDA;CB 600F HORNET;MOTOCICLETA;Bairro Rio Branco - São Vicente;LITORAL/SP;;
9/5/16 12:08;EFG7686;9C2ND07008R021784;HONDA;NX-4 FALCON;MOTOCICLETA;R DOS INGLESES, 273 - MORRO DOS INGLESES - SÃO PAULO / SP -23.560192 -46.64698 ;CENTRO/SP;;
6/5/16 14:09;FRX4729;9C6KG0570G000281;YAMAHA;XTZ 250 TENERE;MOTOCICLETA;Av. Sapopemba, 9000 - Jardim Grimaldi - São Paulo/SP;ZONA LESTE/SP;;
8/5/16 12:55;ESG9468;93FGT250BBM004003;KASINSKI;COMET 250;MOTOCICLETA;Rua Aracati Mirim, 50 - Jardim Avelino, São Paulo - SP;ZONA LESTE/SP;;
9/5/16 9:30;DGZ8204;9BD15822534471987;FIAT;uno mille 1.0;CARRO;Av. Álvaro Ramos,1402 - Quarta Parada, São Paulo - SP;ZONA LESTE/SP;;
9/5/16 13:36;FJP8038;9BD197132E3120204;FIAT;Grand Siena ;CARRO;R. Cel. Tristão, 127 - Freguesia do Ó - São Paulo - SP;ZONA NORTE/SP;;
9/5/16 17:00;EBN4207;95PZBN7HP9B010291;HYUNDAI;HR 2.5 TCI DIESEL;CARRO;RUA MICHIGAN,221 ITAIM BIBI –SÃO PAULO;ZONA SUL/SP;;
9/5/16 19:50;EZN4668;95PZBN7HPCB035704;HYUNDAI;HR 2.5 TCI DIESEL;CARRO;Rua Flôres do Piauí, 355 - Itaquera, São Paulo – SP (FRENTE A RESIDÊNCIA);ZONA LESTE/SP;;
10/5/16 19:22;FQU2459;9C2KC1650FR209965;HONDA;CG 150 TITAN;MOTOCICLETA;Rua Tamandaré, 764 - Liberdade, São Paulo - SP;Centro/SP;;
10/5/16 10:33;OPL7259 ;93XJRKBBTDCD65045;MITSUBISHI;l200 TRITON HPE 3.2 CD TB;CARRO;R. Pedro Pinto Cardoso, 97 - Jardim Melo, São Paulo/SP;ZONA SUL/SP;;
10/5/16 18:04;FET4256;95VD45A5FFM000321;DAFRA;NEXT 250CC;MOTOCICLETA;R LOURENÇO MARQUES, 40 - VILA OLÍMPIA - SÃO PAULO / SP -23.596743 -46.684723 ;ZONA SUL/SP;;
10/5/16 20:29;HZS0579;9C2PC3200YR002292;HONDA;CB 500;MOTOCICLETA;AV ROTARY - SÃO BERNARDO DO CAMPO / SP -23.721772 -46.540547 ;ABCD/SP;;
11/5/16 14:05;FJC3749;9C2KC1680FR595340;HONDA;CG 150 FAN ESDI FLEX;MOTOCICLETA; AV BEM-TE-VI, 299 - INDIANÓPOLIS - SÃO PAULO / SP -23.608395 -46.667627 ;ZONA SUL/SP;;
11/5/16 18:25;EIR7396;3CZRE2870AG505364;HONDA;CR-V EXL 2.0;CARRO;Av. Vereador Emilio Meneghini, 2017 - Parque Santo Eduardo, São Paulo - SP;ZONA LESTE/SP;;
11/5/16 20:43;GAD8153;9C6KG0490F0026227;YAMAHA;YS 250 FAZER BlueFlex;MOTOCICLETA;RUA XAVIER KRAUS ALT.35 – VILA LEOPOLDINA/ SÃO PAULO - SP;ZONA OESTE/SP;;
11/5/16 22:03;FJB2684;9C2PC4240DR500301;HONDA;CBR 600F;MOTOCICLETA;Rua Vergueiro alt.1200 – Liberdade/ São Paulo - SP;CENTRO/SP;;
12/5/16 20:41;GEI4770;9C2KDQ810GR43268?;HONDA;NXR 160 Bros ESDD FLEXone;MOTOCICLETA;Avenida Franz Voegeli, 300 - Continental, Osasco - SP;ZONA OESTE/SP;;
13/5/16 19:38;FJS4944;9BD118179D1266245;FIAT;PUNTO;CARRO;Travessa Saguaragi, 102 - Conjunto Habitacional Instituto Adventista - São Paulo - SP ;ZONA SUL/SP;;
14/5/16 17:52;FHU3605;96PERCE14FFS00008;KAWASAKI;er-6N;MOTOCICLETA;AV MARIA CAMPOS - OSASCO / SP -23.536377 -46.772755;ZONA OESTE/SP;;
14/5/16 22:20;BMW6768 ;WBAUD31059PT34368;BMW;120i 2.0;CARRO; Rua Maria Julieta Drummond de Andrade, 144, Vila Mangalot, São Paulo-SP ;ZONA OESTE/SP;;
15/5/16 7:14;FCU5710;9C6KJ0060F0005668;YAMAHA;XJ6 N;MOTOCICLETA;Av. Eng. Bilings, 557 - Jaguare, São Paulo - SP;ZONA OESTE/SP;;
16/5/16 9:12;FSO0426;96PZRJA18EFS00426;KAWASAKI;Z800;MOTOCICLETA;Rodovia Santos Dumont, km 66 - Parque Viracopos, Campinas - SP, 13055-900;Interior/SP;;
19/5/16 20:50;NXA7797;9BG138KJ0BC463466;GM;S10 PICK-UP;CARRO;Estrada Vicinal Mogi-Itapira – Mogi Guaçu -SP;Interior/SP;;
17/5/16 3:44;ELW7040;95PZBN7HPBB024997;HYUNDAI;HR 2.5 TCI Diesel;CARRO;R. Manoel Guarini, Santa Terezinha, São Bernardo do Campo - SP;ABCD/SP;;
17/5/16 10:08;FWU3670;9C2NC4910FR104081;HONDA;CB 300R;MOTOCICLETA;Rua Luís Coelho, 131 - Consolação, São Paulo – SP (-23.554622 -46.656448 );CENTRO/SP;;
12/5/16 13:55;FGU6910;9C2KF1710FR808881;HONDA;PCX 150;MOTOCICLETA;Av. Jacu-Pêssego Nova Trabalhadores, 552 - Vila Jacui - São Paulo - SP;ZONA LESTE/SP;;
12/5/16 22:01;EIZ4476;8AD3CN6B49G057654;PEUGEOT;307 Presence 1.6;CARRO;Rua Adolfo Zéo,  - Ribeirânia, Ribeirão Preto – SP  ;Interior/SP;;
13/5/16 17:00;EBI3614;93YKM2N3A8J006897;RENAULT;MEGANE;CARRO;Rua Corcovado, 177 - Jardim Taiguara, Piracicaba – SP;Interior/SP;;
13/5/16 17:36;GAB0017;9DY2L423SSM001142;MITSUBISHI;L200;CARRO; Rua Afonso Pena, 515 - Jardim Primavera, Campinas - SP;Interior/SP;;
14/5/16 13:53;DMM9403;9BWCA05X24T010040;VW;GOL CITY;CARRO;R. Viléla – Tatuapé São Paulo – SP ;ZONA LESTE/SP;;
14/5/16 17:20;DZX1149;9362AKFW98B073431;PEUGEOT;206;CARRO;R. Maria do Carmo, 420 - Vila Alpina - São Paulo – SP ;ZONA LESTE/SP;;
16/5/16 10:45;FTL2409;9C6RG2310G0000810;YAMAHA;YS 250 FAZER BLUEFLEX;MOTOCICLETA;RUA BOAVENTURA RODRIGUES DA SILVA Nº900;Guarulhos/SP;;
17/5/16 8:40;KZP9116;9C2KF2200GR005327;HONDA;PCX 150;MOTOCICLETA;R. do Fialho, 14 – Glória, Rio de Janeiro - RJ;Rio de Janeiro - RJ;;
17/5/16 10:35;ESE1258;9C2KC1670CR543381;HONDA;CG 150 FAN ESDI;MOTOCICLETA;RUA ALEXIOS JAFET,1470 – JARDIM IPANEMA (zona oeste);São Paulo/SP;;
